id,class4,p
774,II,0.6780120169458231
775,II,0.8439849935734147
776,II,0.8134008131405347
777,II,0.9416811206468516
778,nonevent,0.017732297584543
779,II,0.8673480679136687
780,nonevent,0.4491287608247094
781,II,0.9945700613248428
782,II,0.8933588345314506
783,Ia,0.5461180688301595
784,nonevent,0.0293619947571058
785,II,0.9796540815306992
786,nonevent,0.101541671506424
787,II,0.8691610386258647
788,nonevent,0.4102098399734112
789,nonevent,0.007289575171937
790,nonevent,0.0664781839904205
791,II,0.9924698459293412
792,nonevent,0.268884588093447
793,nonevent,0.2212041716381028
794,nonevent,0.4149286501163201
795,nonevent,0.0859714764613063
796,nonevent,0.1317217664274415
797,II,0.9934421445098428
798,II,0.5974165018220481
799,nonevent,0.0055397416983874
800,II,0.9462751449425764
801,II,0.9695307240629284
802,nonevent,0.2461357310144741
803,nonevent,0.0984961088711408
804,nonevent,0.0386074550739269
805,nonevent,0.027487458923798
806,nonevent,0.4493624746719325
807,II,0.8679531323016514
808,II,0.7750191625792875
809,II,0.6698885757516202
810,nonevent,0.2933465855194696
811,nonevent,0.1832070565084701
812,II,0.6784450381843499
813,II,0.507654991209767
814,nonevent,0.4036544188513735
815,nonevent,0.0411280885288358
816,II,0.9967990363803668
817,nonevent,0.0032784837530761
818,II,0.8783591243137123
819,II,0.9545077474781886
820,II,0.6050824387487125
821,II,0.9872979830457004
822,nonevent,0.125073526953033
823,nonevent,0.0549957560776475
824,II,0.9687319584592696
825,II,0.7823877506861968
826,II,0.9870824866721916
827,nonevent,0.125636851510709
828,II,0.8231426605674929
829,II,0.9929523771620492
830,nonevent,0.0554675009938965
831,II,0.752647473116079
832,II,0.99074499633027
833,nonevent,0.0102265779108923
834,nonevent,0.1729571416017744
835,nonevent,0.0002250352747154
836,nonevent,0.0376076452235667
837,nonevent,0.1644752661150892
838,II,0.7072524285845815
839,II,0.9713211269180054
840,nonevent,0.1591959356814908
841,II,0.981874025755492
842,nonevent,0.0110692493979955
843,nonevent,0.2831095315376163
844,nonevent,0.0570593116467464
845,II,0.8772668068689663
846,II,0.9974705872065808
847,II,0.9866821967301967
848,II,0.6403099354513129
849,nonevent,0.076053360932469
850,II,0.9156687496328232
851,II,0.98254088973567
852,II,0.9927852475634104
853,II,0.9928888675778442
854,II,0.9875861021153014
855,II,0.9215795156054416
856,nonevent,0.1585306011164274
857,II,0.8821046021624511
858,II,0.6211264838797274
859,II,0.969749222460022
860,II,0.8792568399543413
861,nonevent,0.0740248845964078
862,nonevent,0.1088101068992921
863,nonevent,0.1002097205074409
864,II,0.9758856072785188
865,nonevent,2.7194734407353058e-05
866,nonevent,0.052010441434199
867,II,0.873845899149296
868,II,0.9805693961625556
869,nonevent,0.1070676396131708
870,nonevent,0.0184122399284203
871,II,0.8803053220113494
872,nonevent,0.0343612979815113
873,nonevent,0.037677098825075
874,II,0.8007773440410809
875,nonevent,0.01633093939752
876,II,0.7837093244085699
877,II,0.9798935852025388
878,II,0.9547743038914654
879,II,0.991069500678774
880,nonevent,0.0347629751405619
881,nonevent,0.1337967904338538
882,nonevent,0.014605181978136
883,nonevent,0.2854020053162034
884,nonevent,0.1071934444659086
885,II,0.935835879617805
886,nonevent,0.1416355033874586
887,II,0.7439098409447773
888,II,0.9812429434298476
889,II,0.9392687176239456
890,II,0.9611635689231454
891,nonevent,0.0250600308867658
892,nonevent,0.0780809320169407
893,II,0.9587385852154928
894,nonevent,0.0084361179466851
895,nonevent,0.0303670012373069
896,II,0.9464527502220385
897,nonevent,0.2807977903003658
898,II,0.9962711373875291
899,II,0.9753074855085402
900,nonevent,0.0479118378963756
901,II,0.9955840323298576
902,nonevent,0.2119851178204512
903,II,0.7983578566543316
904,II,0.825802353735823
905,II,0.8299358121409018
906,II,0.5099931761364802
907,II,0.997881433014855
908,II,0.7816087570566234
909,nonevent,0.030153894367891
910,nonevent,0.0377053912019097
911,nonevent,0.1348137190538583
912,II,0.986991321747787
913,nonevent,0.0133654038354477
914,nonevent,0.007541793811792
915,nonevent,0.1451811355115395
916,nonevent,0.0048192764468254
917,nonevent,0.0159825221165092
918,nonevent,0.0327044382875711
919,II,0.8782956044281695
920,nonevent,0.1542020059070676
921,nonevent,0.1683605923851438
922,nonevent,0.0085054875069687
923,nonevent,0.063706977096013
924,nonevent,0.0995458255898686
925,II,0.8400301507478842
926,nonevent,0.0840837260579401
927,nonevent,0.120599138710774
928,nonevent,0.2389977830897003
929,nonevent,0.281845016889403
930,nonevent,0.0463346316206613
931,nonevent,0.4129438521537486
932,nonevent,0.0274307696506126
933,II,0.915391486456986
934,nonevent,0.2466018704210236
935,II,0.9918277678311744
936,nonevent,0.1882447770508458
937,II,0.7273453590189088
938,II,0.9860766882973014
939,nonevent,0.1170553029451422
940,nonevent,0.1008515246338934
941,II,0.9331625204011889
942,nonevent,0.0608834909396813
943,II,0.5577804765368855
944,II,0.6655302674338658
945,II,0.9437985872240956
946,nonevent,0.1260776544242974
947,nonevent,0.0941422470450319
948,II,0.9143259892273736
949,II,0.9694180267102412
950,nonevent,0.0434620684659695
951,nonevent,0.0318598288469196
952,II,0.877471611619461
953,nonevent,0.1593307184396227
954,nonevent,0.0639938635596417
955,II,0.988062431382987
956,Ia,0.6729240886381249
957,nonevent,0.0509998496349125
958,nonevent,0.0606792830893307
959,nonevent,0.1260605281517165
960,nonevent,0.1374636036529425
961,II,0.9285640029521992
962,II,0.9916088393771104
963,II,0.9399150475578096
964,II,0.9715670094430652
965,II,0.6267182951987404
966,nonevent,0.0468269292078274
967,II,0.7156073474999098
968,nonevent,0.0534134972559495
969,nonevent,0.0554557851990194
970,II,0.7729346064589429
971,nonevent,0.1181653759004783
972,II,0.7533244032830239
973,II,0.8270113416566354
974,nonevent,0.130328744496091
975,II,0.9118180537570558
976,nonevent,0.2352956161496929
977,nonevent,0.0234589655065764
978,II,0.694879250717374
979,nonevent,0.226194795338507
980,nonevent,0.4826619548292328
981,nonevent,0.0107141902782333
982,nonevent,0.162573191729584
983,nonevent,0.3948996579963909
984,nonevent,0.1851975630292416
985,II,0.9924302699948636
986,II,0.965222200419459
987,II,0.9706852792592972
988,II,0.7440216087026378
989,II,0.97900891866194
990,II,0.9732636807933857
991,nonevent,0.0890165634181994
992,II,0.5142274328050421
993,nonevent,0.191911812568311
994,nonevent,0.0548213104760694
995,II,0.9929747015467084
996,nonevent,0.0936850988430827
997,nonevent,0.0533015095880731
998,nonevent,0.0086926464462692
999,nonevent,0.0889454088396127
1000,nonevent,0.1224007779025769
1001,nonevent,0.0092216769372189
1002,nonevent,0.0608108803706535
1003,II,0.9156976672318212
1004,II,0.9359295425386408
1005,II,0.7901623238274952
1006,II,0.8709481080812735
1007,nonevent,0.4496252344322597
1008,II,0.9818828154100608
1009,nonevent,0.4472968384928768
1010,nonevent,0.0119437612864274
1011,II,0.9894359198895796
1012,II,0.8389039897926353
1013,II,0.9911478967845908
1014,nonevent,0.0580243735532231
1015,II,0.6479850734847392
1016,nonevent,0.4878551498622377
1017,nonevent,0.0017114459084679
1018,nonevent,0.0796803450221531
1019,II,0.9763706997355162
1020,II,0.7668270657283823
1021,nonevent,0.18286733246439
1022,nonevent,0.059151169490012
1023,nonevent,0.0202869679506761
1024,II,0.9824579624556844
1025,II,0.9904281503652168
1026,nonevent,0.4363772452111612
1027,nonevent,0.4531672416212742
1028,II,0.9599040468119954
1029,nonevent,0.0238123273781106
1030,nonevent,0.0231324763600714
1031,II,0.9982820975726052
1032,nonevent,0.2550963723942034
1033,nonevent,0.008976519110563
1034,nonevent,0.1611672290911241
1035,II,0.7866673523842779
1036,nonevent,0.0076535051902687
1037,nonevent,0.0354469804773621
1038,II,0.9160490270564196
1039,II,0.9811437491391688
1040,nonevent,0.2727110886886527
1041,nonevent,0.0093977180957909
1042,nonevent,0.0203275416261083
1043,nonevent,0.028774116383568
1044,II,0.9275253608384728
1045,nonevent,0.0418437451126044
1046,II,0.9404648484647682
1047,II,0.9628675024342332
1048,nonevent,0.2393118291456501
1049,II,0.994811106351031
1050,nonevent,0.3906867317968047
1051,II,0.7446882242394285
1052,II,0.5391546838578593
1053,nonevent,0.022318257590799
1054,nonevent,0.4590471932789539
1055,II,0.9603172916381651
1056,nonevent,0.0682894611959834
1057,II,0.987607934881042
1058,nonevent,0.0008206032814005
1059,nonevent,0.0959858759074466
1060,nonevent,0.0307626168387245
1061,II,0.990957249133815
1062,nonevent,0.1395343212566545
1063,II,0.8653655283298043
1064,nonevent,0.1306377045378002
1065,nonevent,0.1069973182978134
1066,II,0.5069826065772782
1067,nonevent,0.0916992287784693
1068,II,0.8331615189201365
1069,nonevent,0.0252143397437257
1070,II,0.9939406216534592
1071,nonevent,0.15129415522767
1072,II,0.5103539383300878
1073,nonevent,0.3324555146221303
1074,nonevent,0.0708558151076106
1075,nonevent,0.0751642269566337
1076,nonevent,0.3110251057543957
1077,II,0.8976126072931029
1078,II,0.7327606529306995
1079,II,0.954704436319992
1080,nonevent,0.1988486589068649
1081,nonevent,0.1904804307530671
1082,II,0.9454423820139432
1083,II,0.8921316266585753
1084,nonevent,0.1882164689782506
1085,nonevent,0.0382697354736792
1086,nonevent,0.1705547250151808
1087,II,0.9812627344483492
1088,nonevent,0.0422056369089119
1089,nonevent,0.3021845042302271
1090,II,0.9488524090955924
1091,nonevent,0.1593779511716362
1092,nonevent,0.1338557762415217
1093,nonevent,0.4454600246188868
1094,II,0.957428614543438
1095,nonevent,0.0931266915903604
1096,nonevent,0.0894647536443828
1097,II,0.8644187298816199
1098,nonevent,0.4333491818560693
1099,II,0.9765968443320572
1100,II,0.9528461267352604
1101,nonevent,0.0364071134626058
1102,nonevent,0.0931010017205301
1103,II,0.9699170378896907
1104,II,0.5870782214472631
1105,nonevent,0.0958959746388645
1106,nonevent,0.0447831315687263
1107,II,0.990190875205648
1108,nonevent,0.0206238969975771
1109,nonevent,0.0305494735040057
1110,nonevent,0.0571137026827904
1111,nonevent,0.0069345180158077
1112,II,0.9871075947268072
1113,II,0.9733018577596791
1114,nonevent,0.1465380854560854
1115,nonevent,0.334922676592114
1116,nonevent,0.0405124569620321
1117,nonevent,0.0017230547237586
1118,II,0.9941641807801004
1119,nonevent,0.0096211742327295
1120,II,0.9920709667523198
1121,II,0.9843198224160836
1122,nonevent,0.0480192477112147
1123,nonevent,0.0345223501698912
1124,nonevent,0.1180228457461768
1125,nonevent,0.0558629752409925
1126,II,0.9603059377840872
1127,nonevent,0.0863200394161988
1128,II,0.7241873764925245
1129,II,0.8692595397053495
1130,nonevent,0.2033554739077263
1131,nonevent,0.3068974656481582
1132,II,0.5594056314746229
1133,II,0.8740109260417307
1134,nonevent,0.0240340168358489
1135,II,0.9343594357324714
1136,nonevent,0.0229967468643997
1137,nonevent,0.0863850967655727
1138,nonevent,0.0542397598290179
1139,II,0.9950842707603328
1140,II,0.9563235739084583
1141,nonevent,0.4270874458089375
1142,nonevent,0.0123929834042108
1143,nonevent,0.0062486962477255
1144,II,0.8467299870004186
1145,II,0.9365602948202452
1146,nonevent,0.1246963297835172
1147,II,0.9809134794762312
1148,nonevent,0.1997209532078982
1149,nonevent,0.0686670188470251
1150,nonevent,0.2324371557491222
1151,II,0.8325734021191294
1152,II,0.5284074216406834
1153,II,0.9915103976506464
1154,nonevent,0.0418891586099102
1155,nonevent,0.3060563869168334
1156,II,0.6597602185564291
1157,II,0.983701340417224
1158,II,0.9928410710105692
1159,II,0.965939545113114
1160,nonevent,0.1376266434151781
1161,nonevent,0.0031105217118083
1162,II,0.927495053349176
1163,nonevent,0.0150283762280578
1164,II,0.8784531116883005
1165,nonevent,0.4047795902946031
1166,nonevent,0.0368488493327987
1167,nonevent,0.0250957164396904
1168,nonevent,0.0787395650200375
1169,II,0.986722273506778
1170,II,0.7396804952141067
1171,nonevent,0.1290568159752985
1172,nonevent,0.0552169603566689
1173,II,0.9779791354332592
1174,nonevent,0.0409664714111242
1175,nonevent,0.1097718735664144
1176,II,0.789264941080539
1177,II,0.973833787637208
1178,II,0.9365796726345188
1179,nonevent,0.2922160237352742
1180,II,0.987172382033634
1181,II,0.9608157545556428
1182,II,0.8788329637447491
1183,nonevent,0.4877850351078328
1184,II,0.9959795231203532
1185,nonevent,0.1087569487575918
1186,II,0.8062778998442255
1187,nonevent,0.0245147363708877
1188,nonevent,0.0504422703700045
1189,II,0.9460625647316576
1190,nonevent,0.1035881878885842
1191,nonevent,0.1131288838020422
1192,nonevent,0.1809288820763465
1193,II,0.9304952876546244
1194,II,0.9637226784310372
1195,nonevent,0.4670750191236407
1196,II,0.8283264452775225
1197,II,0.976762546535978
1198,II,0.996522931833519
1199,II,0.9038935887616918
1200,nonevent,0.0356427707647331
1201,nonevent,0.0195935223043947
1202,nonevent,0.0556064069494218
1203,nonevent,0.3081324782989843
1204,nonevent,0.122214269157238
1205,nonevent,0.0332220632428168
1206,nonevent,0.0084074742022735
1207,II,0.8926524963470492
1208,II,0.903010958747489
1209,nonevent,0.2336766627463692
1210,nonevent,0.4127169889541929
1211,nonevent,0.2270933358449867
1212,Ia,0.5828445294443414
1213,nonevent,0.0678131583584457
1214,II,0.5077452785080014
1215,nonevent,0.2022951687638781
1216,nonevent,0.1202664623854212
1217,nonevent,0.0636724905698868
1218,II,0.997244929679046
1219,nonevent,0.3783004633360569
1220,nonevent,0.0273308416776637
1221,nonevent,0.0106284715614402
1222,nonevent,0.1793913975770832
1223,nonevent,0.4172308095961399
1224,nonevent,0.0749628531825599
1225,nonevent,0.0006107114895043
1226,II,0.9947795963997212
1227,nonevent,0.0130310689826971
1228,nonevent,0.3043684735676907
1229,nonevent,0.0504352360554047
1230,nonevent,0.0574023725560446
1231,nonevent,0.0148025306379892
1232,II,0.9884201615211208
1233,II,0.8030115361075748
1234,II,0.9578595842446926
1235,nonevent,0.0136683183255662
1236,nonevent,0.2412248179298151
1237,II,0.9663899745811534
1238,nonevent,0.005576273590086
1239,nonevent,0.1578950012136423
1240,II,0.9931655853663648
1241,nonevent,0.1328008059690945
1242,II,0.8190976867924411
1243,nonevent,0.0132308161845143
1244,II,0.8457806042196233
1245,nonevent,0.4092491099023509
1246,II,0.8476698569243607
1247,nonevent,0.0850695376550236
1248,nonevent,0.0985502346449689
1249,nonevent,0.2273902746481381
1250,nonevent,0.3802157180640138
1251,nonevent,0.4977192809270471
1252,nonevent,0.3533094730294972
1253,II,0.986963690828616
1254,II,0.6246371734448465
1255,II,0.6231596014808842
1256,nonevent,0.0145172044236069
1257,nonevent,0.3557327239681426
1258,nonevent,0.3802313620962012
1259,II,0.9549769526779672
1260,Ia,0.8230863109369014
1261,II,0.6097927641855416
1262,nonevent,0.029503757614538
1263,II,0.8804913287193469
1264,nonevent,0.0083349858439955
1265,nonevent,0.19666885878729
1266,nonevent,0.1628015837514684
1267,II,0.9720574664077012
1268,II,0.974500885916666
1269,II,0.993632166867452
1270,II,0.8192572735622712
1271,nonevent,0.009937420382208
1272,II,0.9933953041342644
1273,nonevent,0.0191889742673038
1274,II,0.9930841648893304
1275,II,0.7361240988872508
1276,II,0.9847102713421138
1277,II,0.5344969712737053
1278,II,0.9600853173947778
1279,nonevent,0.0019821205120854
1280,nonevent,0.4164685165363737
1281,nonevent,0.2999471238381099
1282,nonevent,0.0139481881929158
1283,nonevent,0.0773361256807532
1284,nonevent,0.1779685500575637
1285,nonevent,0.0110615843611986
1286,nonevent,0.3267736817757606
1287,II,0.5662109620860628
1288,nonevent,0.0119014493457051
1289,II,0.95460365697076
1290,II,0.8953254633001294
1291,II,0.947991503626536
1292,nonevent,0.0250801962739533
1293,nonevent,0.0482603679793909
1294,nonevent,0.4240602489115491
1295,nonevent,0.4479552330896225
1296,nonevent,0.0656388968079051
1297,II,0.5088567177064437
1298,II,0.9726342332434972
1299,II,0.9392681498675036
1300,nonevent,0.4275934929546369
1301,nonevent,0.469003893645503
1302,II,0.7442301101453118
1303,II,0.9728496992395576
1304,nonevent,0.1900985694879579
1305,Ia,0.5729332641342219
1306,nonevent,0.0073260672979655
1307,nonevent,0.1575734948827263
1308,nonevent,0.1952917531849063
1309,nonevent,0.4463666879788369
1310,II,0.7806277901606351
1311,II,0.7274054872732862
1312,nonevent,0.3776329888220712
1313,II,0.903422774533366
1314,II,0.9840042534724296
1315,II,0.9807289276321391
1316,nonevent,0.093530038254134
1317,II,0.9536550961414592
1318,nonevent,0.0452939008625129
1319,II,0.9201713387215364
1320,II,0.8498723684564732
1321,nonevent,0.0206004697430295
1322,II,0.7500015889539668
1323,nonevent,0.0097846395857805
1324,nonevent,0.1493745528230788
1325,II,0.7113358238232704
1326,nonevent,0.0090405984619941
1327,II,0.9611035153041376
1328,nonevent,0.0091550422523601
1329,II,0.8642283964637401
1330,II,0.998050158502606
1331,II,0.9753972523818044
1332,nonevent,0.0041293809464991
1333,II,0.9583638751477818
1334,II,0.9521533214490576
1335,II,0.736310545614777
1336,nonevent,0.1544856955828692
1337,II,0.8695633625365594
1338,nonevent,0.2056076235111511
1339,nonevent,0.0853899102108523
1340,II,0.981492204472338
1341,II,0.6731629217023327
1342,II,0.7726647156729135
1343,II,0.9225589323604548
1344,nonevent,0.0014761605326855
1345,II,0.9069074702321528
1346,nonevent,0.028538231811973
1347,II,0.982466979469922
1348,II,0.9762315352606544
1349,nonevent,0.0088762670442099
1350,II,0.9104256768563292
1351,nonevent,0.3132476309291515
1352,nonevent,0.0594281002546394
1353,II,0.9931426525754844
1354,nonevent,0.1014119317709887
1355,II,0.9776211602157274
1356,II,0.805523856253745
1357,II,0.939673960661958
1358,nonevent,0.0104896390869795
1359,nonevent,0.0343155972268819
1360,nonevent,0.3915788180670886
1361,nonevent,0.0133642633103203
1362,II,0.970149257705305
1363,II,0.8511705110869968
1364,II,0.9392709174015772
1365,nonevent,0.0449289317425038
1366,II,0.6164051081383872
1367,nonevent,0.4051092253271408
1368,nonevent,0.4383979444414462
1369,nonevent,0.0008991164325193
1370,nonevent,0.4709190348398747
1371,II,0.6629421114059343
1372,nonevent,0.1438901153930665
1373,II,0.974711593174034
1374,nonevent,0.0032341535112428
1375,nonevent,0.251307735229413
1376,II,0.7075958649244581
1377,II,0.5197275407478125
1378,II,0.6428646676617142
1379,II,0.8742026949110792
1380,II,0.6913853480407325
1381,II,0.7021959035152462
1382,II,0.7331207436772795
1383,nonevent,0.1472414213109042
1384,nonevent,0.1933498413614933
1385,II,0.7857656884796786
1386,nonevent,0.0367591637682732
1387,nonevent,0.2875908639434237
1388,II,0.9914674187373866
